Nested Sampling Global Log-Evidence           :   -0.161895538225067725E+03  +/-    0.905539271814985725E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.161895538225067725E+03 +/-    0.905539271814985725E-01
Local Log-Evidence   -0.161895538225067725E+03 +/-    0.905539271814985725E-01

Dim No.       Mean        Sigma
   1    0.668167569258318537E+02    0.777427639276659210E+01
   2    0.151374653677256461E-01    0.107319334017998650E-01
   3   -0.166177463159280858E+01    0.388123473195179369E+00
   4   -0.140043158702819093E+01    0.555851147883712704E+00
   5    0.888783317253820542E+03    0.409306689751459260E+03
   6    0.511910230689743528E+02    0.553660698223824022E+00
   7    0.361263597738041564E-01    0.268524251524996198E-01
   8    0.788177686968455637E-01    0.456906780111595925E-01
   9   -0.436105066834158617E+01    0.859120490176366380E+00
  10    0.246176419378991396E+01    0.949594585549842496E-01
  11   -0.133442422029763585E+00    0.126662599971661710E+00
  12   -0.974687185798548406E+00    0.714438358521691463E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.713574294209972209E+02
   2    0.368550649833621000E-01
   3   -0.185677482581334674E+01
   4   -0.193659531627765613E+01
   5    0.404076618260699320E+03
   6    0.504415060927280763E+02
   7    0.278311118961409656E-01
   8    0.941129589346196560E-01
   9   -0.413014643193077191E+01
  10    0.245951694230110940E+01
  11   -0.473839870799483975E-01
  12   -0.342708416375113956E+00

MAP Parameters
Dim No.        Parameter
   1    0.713574294209972209E+02
   2    0.368550649833621000E-01
   3   -0.185677482581334674E+01
   4   -0.193659531627765613E+01
   5    0.404076618260699320E+03
   6    0.504415060927280763E+02
   7    0.278311118961409656E-01
   8    0.941129589346196560E-01
   9   -0.413014643193077191E+01
  10    0.245951694230110940E+01
  11   -0.473839870799483975E-01
  12   -0.342708416375113956E+00
