Nested Sampling Global Log-Evidence           :   -0.110110438733593824E+03  +/-    0.877612116480940285E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.110110438733593824E+03 +/-    0.877612116480940285E-01
Local Log-Evidence   -0.110110438733593824E+03 +/-    0.877612116480940285E-01

Dim No.       Mean        Sigma
   1   -0.178516679431839576E+01    0.483630888694258521E+00
   2   -0.142558973810407785E+01    0.286792852450861058E+00
   3   -0.838368514173764234E+00    0.182382408422246817E+00
   4    0.172915463873165517E-01    0.145872657191208847E-01
   5    0.821792351167995093E+03    0.377604791352297298E+03
   6    0.511785804196004435E+02    0.686204951470367419E+00
   7    0.447032479167468813E-01    0.319793473935607794E-01
   8    0.979527858043766492E-01    0.705289698706133700E-01
   9   -0.411035308701243096E+01    0.134421267679975087E+01
  10    0.245732580326711725E+01    0.130166961957822735E+00
  11   -0.195503356795536237E+00    0.360179238647110711E+00
  12   -0.114337971955030882E+01    0.108518547031254253E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.139981717867920130E+01
   2   -0.147981402122548134E+01
   3   -0.628716572495695791E+00
   4    0.209938108218760550E-01
   5    0.483924271348158697E+03
   6    0.511337256009913688E+02
   7    0.170688847760766711E-01
   8    0.756980701235503289E-01
   9   -0.525222650596945773E+01
  10    0.254474377476767977E+01
  11   -0.159657715989265370E+00
  12   -0.456987723114716360E+00

MAP Parameters
Dim No.        Parameter
   1   -0.139981717867920130E+01
   2   -0.147981402122548134E+01
   3   -0.628716572495695791E+00
   4    0.209938108218760550E-01
   5    0.483924271348158697E+03
   6    0.511337256009913688E+02
   7    0.170688847760766711E-01
   8    0.756980701235503289E-01
   9   -0.525222650596945773E+01
  10    0.254474377476767977E+01
  11   -0.159657715989265370E+00
  12   -0.456987723114716360E+00
