Nested Sampling Global Log-Evidence           :   -0.157292317303164197E+03  +/-    0.915627791670124147E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.157292317303164197E+03 +/-    0.915627791670124147E-01
Local Log-Evidence   -0.157292317303164197E+03 +/-    0.915627791670124147E-01

Dim No.       Mean        Sigma
   1   -0.172661306123163638E+01    0.452786423469490884E+00
   2   -0.144746091830640644E+01    0.283799755063883052E+00
   3   -0.823677071188283927E+00    0.172009403595925953E+00
   4    0.151100900804588077E-01    0.104804857073868690E-01
   5    0.760824452041833752E+03    0.329152333445960323E+03
   6    0.510612135262210600E+02    0.582020261516548842E+00
   7    0.373935397430246383E-01    0.232236318553382566E-01
   8    0.868136364597982685E-01    0.499535959005976762E-01
   9   -0.451149895578765125E+01    0.793438812332521781E+00
  10    0.247792294609803099E+01    0.932903812954439943E-01
  11   -0.127849381871400825E+00    0.122666385240432357E+00
  12   -0.884389015778852872E+00    0.657851131270088318E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.180962675983393684E+01
   2   -0.148094114678536259E+01
   3   -0.670171389375910032E+00
   4    0.335589238172774168E-01
   5    0.565921529820885098E+03
   6    0.505288029463150750E+02
   7    0.301939623207538241E-01
   8    0.104182458671048125E+00
   9   -0.424900105482055501E+01
  10    0.249762822775743176E+01
  11   -0.781645896063434265E-01
  12   -0.171557270112611349E+00

MAP Parameters
Dim No.        Parameter
   1   -0.180962675983393684E+01
   2   -0.148094114678536259E+01
   3   -0.670171389375910032E+00
   4    0.335589238172774168E-01
   5    0.565921529820885098E+03
   6    0.505288029463150750E+02
   7    0.301939623207538241E-01
   8    0.104182458671048125E+00
   9   -0.424900105482055501E+01
  10    0.249762822775743176E+01
  11   -0.781645896063434265E-01
  12   -0.171557270112611349E+00
