log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
-1.1847193451468243 -2.859993375377811 0.019749285314829976 1034.6258139096033 51.930590307170014 0.060733068680219104 -2.6093821909535544 2.3624227032386838 -0.015909417523955582 -3.362903520240895 0.0 0.0 -155.3310233599486 -13.963853413621724
-2.5806314766023704 -2.465487789498375 0.010514356776388036 556.932858043983 53.18564439444046 0.012733752888038092 -4.610446946072475 2.2350095981424056 -0.24893453944433297 -3.9596798449754678 0.0 0.0 -155.31419318974454 -12.689646202774451
-1.4071299724877542 -0.5104220274763382 0.004882354518927763 1414.2854354356296 52.493644948622745 0.03323635643460544 -2.9889134380436655 2.402558306221182 -0.1443512945314005 -3.5257815033466304 0.0 0.0 -155.26798847144622 -13.318927353448462
-1.1201469460752784 -2.074307136495736 0.008549639903542941 2488.1154433550696 53.12329499475166 0.014996153463199345 -5.36460053992867 2.422444859172436 -0.5659072054712926 -1.970236611403493 0.0 0.0 -155.23945812110492 -12.674806881203587
-2.054397986451386 -1.121233775365635 0.0029578996460336887 1182.298023522509 52.05133226345709 0.03544023596638887 -3.914379604267573 2.449062684411225 -0.4367024126737329 -2.018760506114666 0.0 0.0 -155.23171764213535 -13.375824196367844
-1.943574890700688 -2.159032870681229 0.024825999641912587 1152.220553070462 52.15107433553167 0.02679563522070441 -4.235346877700347 2.478124139592165 -0.3093034670795989 -1.9312546775895463 0.0 0.0 -155.22851752579595 -13.521928218070602
-1.6487049063093244 -2.106190823959096 0.012911258789619212 678.0540051864516 50.73726597442164 0.05583364996807994 -3.656477603498226 2.29592761391019 -0.47295032567692274 -0.40918640240236215 0.0 0.0 -155.03581114346568 -13.853607376306886
-1.7395592319245918 -2.4951209267618095 0.022294673501095565 530.3636666353733 51.73069806209253 0.018832208163456696 -4.9006696739322955 2.480318371722282 -0.13379884767049788 -1.486643339128923 0.0 0.0 -154.9804749538094 -13.440822807745054
-1.8587840884732083 -1.7245092969161255 0.022043981682759988 1110.2199796787932 51.44104193411155 0.0339146769345392 -4.455311947137943 2.4825829611128283 -0.3166553896528086 -0.9980408291147533 0.0 0.0 -154.9731967396051 -13.539580659165921
-2.492906928897287 -1.2862843536757038 0.049334783927308674 871.2916037619705 53.86103541045043 0.04046984058601985 0.15814766747790632 2.2067084306981353 -0.7743818593707292 -6.467684461241745 0.0 0.0 -154.94305336543073 -14.2480927080491
-2.809591873767151 -2.6279296230919496 0.0062306559755839295 1454.8044433015305 51.93470012731767 0.030646677487531748 -4.832729135936734 2.5841929248324407 -0.24830227270161753 -1.5667091299953224 0.0 0.0 -154.93747827864684 -13.247684427735695
-2.8031874125051726 -1.0468240628885699 0.0191234176375328 1221.2152774356464 50.952358684798455 0.06905799736696562 -3.038420203902484 2.697446454135848 -0.032435692625874424 -1.46957603292085 0.0 0.0 -154.9339979931079 -14.077782034218412
-1.088299031087986 -0.9701173219710304 0.008599604426640893 1899.5573204387217 52.29601775208544 0.018536595495927746 -5.428439603999525 2.618215757270221 -0.6683362170312321 -0.6545651544896707 0.0 0.0 -154.93146804143984 -12.831853966429811
-1.1161122655992664 -2.832655591027487 0.014630979098607704 1286.8991910302234 51.688520051340035 0.03369524719586849 -4.996255775846415 2.5337914678498596 -0.024022616980050593 -1.4358892630294395 0.0 0.0 -154.8723101049018 -13.41612158457545
-2.8131087047896175 -2.1939700411225873 0.011115084908543444 1048.4556017048708 52.22945613828281 0.023566034679753937 -4.736860545975402 2.26731964023186 -0.30917900637451456 -1.9176686010708153 0.0 0.0 -154.85453017875858 -13.075530114628464
-1.2636672526779382 -1.7779304593471368 0.01992352744653603 1144.2939540808075 52.035247857497154 0.025539540406421923 -4.379113697856406 2.5884484378864343 -0.11497564950842065 -2.2130636570825217 0.0 0.0 -154.82549426257324 -13.34900338269506
-2.8350328652650623 -2.366964852740312 0.03253909119863639 416.8173626220647 51.72063216266739 0.02487488975759808 -2.810089368563963 2.2670201656240407 -0.7551319843736595 -1.8842769360946647 0.0 0.0 -154.7908906933029 -13.873928184066763
-2.0961907439222154 -2.5871823499180997 0.026827712375252385 429.8566816224059 51.06180940160848 0.170799209046306 0.9491291113535363 2.162892457074489 -0.7026982658639263 -3.57142771927567 0.0 0.0 -154.78667014178365 -14.957313634020764
-1.532925024017159 -1.3056598724052757 0.022230570098753972 2367.2156767942456 52.13379348190339 0.019914058718465445 -4.016732666577919 2.3132055829539278 -0.43699536894170077 -0.909808083403437 0.0 0.0 -154.77768602967353 -13.419010670979564
-2.4912225328640822 -2.4967803145978915 0.014633519874253943 931.084906655874 51.77865799057313 0.038613554935192466 -4.41968572496849 2.28384645442702 -0.13342226170785043 -2.0215243671718577 0.0 0.0 -154.77634414206287 -13.529907383979637
-1.152379959520617 -0.9754715275220054 0.010791117039243387 2323.2037695182516 52.6398611816784 0.03382172080846174 -3.9146096890747466 2.426351427953925 -0.20264013811124126 -2.9033552896845496 0.0 0.0 -154.77128223361237 -13.376495967806044
-1.5443691755215563 -0.7713281516851089 0.02622397191380967 1643.2191266344862 51.676620692659355 0.030861670620378423 -3.524794351397721 2.417580101005793 -0.23724691207324344 -1.1445997730382746 0.0 0.0 -154.76071956230848 -13.595025829428721
-1.8621898240856087 -2.7153409573387726 9.438077227256727e-05 761.6400176098256 51.54158284206572 0.024996667125360576 -5.875331421074346 2.6314650490899947 -0.2728944738467538 -1.022431866930173 0.0 0.0 -154.75225054319367 -13.023243120205194
-1.9915802254015453 -2.847661615515962 0.00915739283644929 1168.6560082574474 51.070543630630375 0.054989404199844 -3.363755256823677 2.521526169700114 -0.20509608924649747 -1.2809068626514684 0.0 0.0 -154.70332037337596 -13.825500149610257
-2.903238262980535 -2.2385065012967518 0.0012331379819121447 427.74394874626375 51.531596258211195 0.13445053367828194 0.5167336776294915 2.0888866826075847 -0.7093503458277013 -4.144383291523349 0.0 0.0 -154.69950008910803 -14.705731897909565
-2.1079711419751455 -0.8543668855895254 0.009861610005001025 981.793431101887 54.24080959575778 0.083763266636196 1.392416831159796 2.1204917088253206 -3.0849896064777016 -4.907572543462876 0.0 0.0 -154.6723787228538 -14.239418459091777
-2.1156320516755307 -1.4056411392917043 0.004591061156692788 1268.056417401628 50.82186011459366 0.037030293705294176 -4.175378524500177 2.482871940303156 -0.07263162366085485 -0.40391512458386813 0.0 0.0 -154.6632485588658 -13.423915489581873
-2.4907139639493967 -2.992231777387889 0.006002808189567689 920.1427847775922 50.92600910298316 0.05252666847464568 -3.1120434314320904 2.391498234131782 -0.1558482809606172 -1.2306695375299732 0.0 0.0 -154.6565149816031 -13.772344593558202
-1.147452980158302 -2.881646284877761 0.01523722682887608 1048.351493045893 51.32043617845879 0.03298244506213857 -3.811779080827268 2.368930695864815 -0.22581179627562076 -1.1533951799889888 0.0 0.0 -154.64174928360882 -13.407181659438123
-1.7921254525070298 -1.9551112647364475 0.009532153594839578 964.1229167317267 51.44436677008832 0.028524464341709056 -5.138416364978162 2.7940665681875076 -0.25450065833240565 -0.9017937368397746 0.0 0.0 -154.63543878507704 -13.211091964775928
-2.150591244935521 -0.7944436754134907 0.013946044724855134 1171.5458299625564 53.285391930490505 0.0188362166140529 -4.285390629904616 2.3148376673041504 -0.14665866926821813 -3.9798841161713225 0.0 0.0 -154.61400896426173 -13.014359602248707
-1.618509972377722 -1.955326096315723 0.017565482653206798 716.5943782099883 51.77526398702258 0.019305959541223484 -5.291093190215761 2.414927445772126 -0.43639567104013466 -1.0103245532813272 0.0 0.0 -154.60491884520852 -13.17881873157091
-1.3120846626357914 -1.367782670066808 0.010764587625396947 1864.6707977838603 52.89121009571256 0.010133948144327243 -5.071563826229559 2.3888391191948903 -0.1583275433658793 -2.096165902738683 0.0 0.0 -154.58059613712462 -12.684551175157655
-2.8393117772601357 -1.6833237762768363 0.014314824836936161 587.4820843054206 53.24953241570937 0.1226928822773074 1.9655359521035827 2.2782974819358808 -1.6897283488673676 -6.154232522490836 0.0 0.0 -154.57863524750192 -14.620984010480473
-1.0996209030404096 -2.572985641548069 0.017294540969658927 1281.2753572760178 52.098935228700405 0.030044675211184105 -3.595889974261271 2.594769017665532 -0.0970732946527475 -2.659992788645697 0.0 0.0 -154.49702925231315 -13.372852442203818
-1.1818445657542769 -1.3668285147016197 0.03435675688864127 2459.666738706773 52.31721680753689 0.03368544212191787 -2.9036013310788364 2.4686998923346435 -0.2017345763398417 -2.3504482772627693 0.0 0.0 -154.4784245214725 -13.84168676020943
-1.373288467609414 -1.2615931762212582 0.008495819816383893 2162.438555864183 51.69590696418047 0.03702907893969178 -4.328780096837202 2.640061937435968 -0.13910242642466386 -1.3486803465482353 0.0 0.0 -154.46041244987384 -13.442517550949471
-1.52144784993873 -2.760677368653084 0.01611275665726347 2033.324866367939 52.980151977607335 0.01941904721623859 -4.83792234848814 2.5205116774240777 -0.21235906726828802 -2.7326894376306052 0.0 0.0 -154.45942024176355 -13.114981971635043
-2.852676799129271 -1.571227634861665 0.003421886212111116 480.96562886658853 53.89324201573042 0.07793009210059457 0.7735638125755848 2.2653054366173775 -0.09416615420644003 -9.161474855124254 0.0 0.0 -154.43439084537698 -14.161269691270245
-1.9859738713664628 -2.5906580744224996 0.023062564784784825 470.81946358822125 50.53818054738347 0.03379113922421657 -5.43819177372343 2.376932057426047 -0.06733047786768065 -0.07042520997441493 0.0 0.0 -154.43256482370666 -13.557597498590741
-1.1487290177498448 -0.8844119108966066 0.023595550857364436 2273.943663120334 52.3738823536532 0.03751376650649066 -3.50635527334094 2.333782298022882 -0.007765126879119677 -2.70997921886787 0.0 0.0 -154.42663680454245 -13.627011764646728
-2.3184845356053057 -1.1017274862937558 0.007093030097403616 955.7774348462402 54.05209712945182 0.01127288661817332 -4.975823621711399 2.3262895578380207 -0.1746220233953979 -4.952740982180941 0.0 0.0 -154.42225874349487 -12.42484748629164
-1.7286198800944008 -1.4138675729970713 0.02032385821930746 2868.679267531366 52.06357600992104 0.026557793061531033 -4.449519188918812 2.3196357324402954 -0.5232420790043628 -0.5426007807384607 0.0 0.0 -154.41216964331883 -13.376635112386541
-2.460814630438546 -0.9533974868020048 0.015518075279398684 1035.0502963742913 51.338251808722006 0.028400051607802915 -4.117944424784677 2.299848122875536 -0.2587963562202287 -0.8853500767172804 0.0 0.0 -154.3730401656858 -13.300166456782641
-2.3174812237319813 -2.8478806015481632 0.010761782315730578 1897.4065557700515 52.43894212903741 0.027331136359833516 -4.739133959368811 2.44149484786788 -0.4294908540653939 -1.8086350347946851 0.0 0.0 -154.3181998010683 -13.190041723841919
-2.5005038010951104 -2.189019841002426 0.004480334304626364 679.0493223426054 50.893514245836506 0.05538739639751536 -3.984066291864412 2.4507044427840903 -0.4542846802464826 -0.6721093263206939 0.0 0.0 -154.30937408937828 -13.822117223020175
-2.467055105259215 -0.6320876454542175 0.02801369492951645 636.8673072658406 51.03952275149544 0.03213255913858767 -3.9021681247945628 2.1300432850583757 -0.17900670545576602 -0.6234220984614236 0.0 0.0 -154.30411820340728 -13.654395306882805
-1.240395676862463 -2.2522436589096086 0.010249632273577976 1245.9018926860952 52.23864992133523 0.03767066088368274 -4.098781799413833 2.5680149262987344 -0.11979874073847263 -2.828897646702325 0.0 0.0 -154.25283685390357 -13.47039025620927
-2.796758764383867 -1.8019766935955122 0.03278660613244542 485.8588170455352 54.19153024858516 0.026920381093392058 -0.8818357325258228 2.0852469278061427 -2.985687083459616 -3.7097687616261457 0.0 0.0 -154.24248931308074 -13.839029753298021
-2.9947561301332204 -0.8354905949015157 0.022025886822294876 690.4683983239736 51.88443514513406 0.025779627296114778 -3.9399115072579347 2.2288936411743987 -0.5658299253245715 -1.5385419750030493 0.0 0.0 -154.2249768028559 -13.41907019677372
-2.6792360162585065 -2.1127605184228178 0.022838416869791444 1102.600837109597 51.93029158431027 0.03832683809837841 -4.668729710073245 2.6652322509055946 -0.14620874218832203 -2.0875720789800187 0.0 0.0 -154.22078421051773 -13.628183792256372
