log10_Xlan log10_mej log10_vej inclination_EM luminosity_distance log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
-3.0410188327977945 -1.0627968881591796 -0.7779565704915341 0.06939840169372026 1130.457818019686 52.53544662094804 0.12120283662235119 0.37419714548231364 1.9703899413072525 2.248504733822538 -0.3177514269493926 -6.2325296131136705 0.0 0.0 -154.00214617786833 -15.14251044377697
-2.488569944497812 -1.8325968781788728 -1.0394421878493376 0.035077632092082554 340.22656366829733 52.121775746963735 0.12980788440362417 0.4298041948733979 1.69878530851918 2.152605041521498 -1.1161016175208975 -5.387513927448358 0.0 0.0 -153.17787747372063 -15.083687589110617
-2.6265387649038034 -1.86972283100202 -0.8194700110611248 0.05164678894651386 360.890614712153 52.445348404857384 0.11923705058876621 0.37424984290037516 1.7212666074490315 2.262184970718968 -1.4143111235997283 -5.305404187739642 0.0 0.0 -152.93125013551014 -15.056040961033041
-1.4558410452812747 -1.415077801837445 -0.9978803961947764 0.038998165347017236 921.9084644701237 50.74023349012454 0.10451824994248338 0.08219797346288829 -2.4990546424860955 2.2633866003383734 -0.19751401257558765 -1.2250002571373582 0.0 0.0 -152.88475872705513 -14.900092744605352
-1.1727668483139118 -1.6292399134063074 -0.6106395134664462 0.01373727870303665 1640.3702791977605 50.92741637658168 0.1080812432141838 0.15115911042093538 -1.9918949594091382 2.5545826853611167 -0.003278101815166856 -1.8492983681977968 0.0 0.0 -152.6826283623369 -14.872081233679332
-1.279455694713866 -1.0155348714800168 -0.9048655637265421 0.011324194506828736 1303.2029321332852 54.65894595382914 0.05781010592028227 0.1369770581027837 1.2714186569913464 2.112832886632447 -0.6089372523187215 -8.78173002072424 0.0 0.0 -152.3249381023375 -14.25746993250413
-1.4769580526260033 -1.2980664118876388 -0.7780551113744438 0.023885607735583122 752.6353497625262 52.81664550196733 0.05819004270724524 0.21340767099247207 -0.6998167642514215 2.22496009656591 -1.2597893981482988 -4.237587636537217 0.0 0.0 -152.03240019602785 -14.329080120607678
-1.162826323666951 -2.075817737643301 -1.3991007666821735 0.03810303868255741 237.12280562551615 53.08672516591007 0.059479077689213504 0.07113912641925728 -0.7517525499650652 2.1616237895051933 -2.3183216321204636 -4.121488696294455 0.0 0.0 -151.81708296147693 -14.471937434371334
-1.3828610191760085 -1.105980844059071 -0.6587469901798018 0.06446917362026465 772.2492740376742 54.0106459378669 0.05707228851503462 0.1060943579073634 0.9650093578863466 2.1810772656046162 -0.3568870976562062 -8.128945031064681 0.0 0.0 -151.44747291570164 -14.86344368129166
-1.4833015419614592 -1.0271748347049015 -1.5422974779413852 0.006970543280991661 857.9735157089144 51.93795651346562 0.07210103955851396 0.03309140125287857 -5.193250358362392 2.6340799788675784 -0.16360282774639323 -2.056831913250443 0.0 0.0 -151.32484775740465 -14.463862378124023
-1.774368047987576 -1.174472982156828 -0.7846098488825759 0.01917406744679324 2006.1795150173746 51.958127230883385 0.035440291089457794 0.14957022452579016 -4.28619333809743 2.5652382271830345 -0.5109139493720241 -1.0797075874973885 0.0 0.0 -151.17963565159576 -13.895323772550984
