supernova_mag_boost inclination_EM luminosity_distance log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
50.87759584317402 0.08435129212582029 2610.079534536483 52.98653199849377 0.07988811449403278 0.2560557186636419 0.09737432238824084 2.396103749774766 -0.30505339619983296 -5.046553591096069 0.0 0.0 -167.41987386438487 -16.97307706959085
3.8929876442417726 0.017816170704060864 690.4284236644494 51.65196897007539 0.05608851360657724 0.04081657177009359 -4.218416135433655 2.2576127782908966 -0.28443436533258293 -1.8330514353846254 0.0 0.0 -164.32090066800765 -16.11240136536125
48.55680969406946 0.018601337283529466 1670.0076032527463 52.60286372371645 0.048452701020172094 0.03946960819736299 -3.116714498748277 2.302994818472676 -0.6135595433449783 -2.6398917241070254 0.0 0.0 -164.12836249424737 -15.989301945364662
28.97140857977735 0.03614247704889046 2227.3196587533057 52.587991159139825 0.03566282486129429 0.0943927580634132 -3.5179952512609947 2.3384730380878604 -0.6443907543461842 -1.9351393166383275 0.0 0.0 -164.09625150765712 -16.122670431713317
18.968656195782234 0.11888550427065474 1741.8235761693616 51.290255709148106 0.18310086343891885 0.23169391101522172 -0.27732679970067764 2.27015137782293 -0.1323461955018299 -2.967662396428162 0.0 0.0 -163.7850025938276 -17.455829328222013
51.77058791715225 0.16548461470194736 1101.6647662566013 52.11749712278353 0.16209851128771557 0.44984478397784855 1.8061469834748207 2.106597647540722 -0.810861915786325 -4.386450527357567 0.0 0.0 -163.25037727639045 -17.644331847520213
44.69606110256895 0.041228249415284635 2477.5202834412316 52.92842795265848 0.20664506010706934 0.061902407368721726 -2.996597345715698 2.5042143285618246 -0.17171182832605414 -3.972862105535052 0.0 0.0 -162.78200131063045 -17.385782459221772
15.034014297575434 0.021810288766074746 2965.758158368298 52.553122818759526 0.056930428490306266 0.04745178686108983 -2.5784182062931333 2.199006303846262 -0.5404428611156211 -2.3864924287834244 0.0 0.0 -162.40769032490272 -16.1502359190062
4.108069369056519 0.0831102115033994 2312.4616379360564 51.99420531461713 0.06335985932456326 0.17191586762896313 -0.4804817865567177 2.1538102626258553 -0.07315825377550578 -2.985983895949299 0.0 0.0 -162.34489145203997 -17.044152932920188
58.38509525437105 0.01259167256514493 932.6344489665686 50.97740331284107 0.03891316424735781 0.09147428756307815 -4.216528845322607 2.295437463831654 -0.2385896329888828 -0.5141293593730225 0.0 0.0 -162.08228711050427 -15.748707387306172
