log10_Xlan log10_mej log10_vej inclination_EM luminosity_distance log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
-1.209295492972089 -1.071560518237224 -1.1275550186794696 0.0394578767416635 1536.3309766962134 51.577842596501924 0.07626808185621425 -2.6961770124762783 2.5946734461747516 -0.0036445202794954668 -2.4359852938203 0.0 0.0 -101.90002058610087 -14.903583278376683
-2.4058291577300595 -1.5457183981043965 -0.4955592075232953 0.019218629065722446 382.8914579225297 52.83588450782351 0.08516933652597208 0.2429267277576379 2.07419914658933 -2.5641087198622086 -3.4120077344483217 0.0 0.0 -101.898508182243 -14.905600151367203
-2.5531319599023936 -1.47912253591172 -1.0149464427087522 0.11207373534677911 892.8630119583969 51.58235340564119 0.08346930034962576 0.5844351907399288 2.2778153500568776 -0.17558251048250728 -3.8256228994254595 0.0 0.0 -101.8623445268514 -15.761391873631837
-2.5451636769554766 -1.2685486935603887 -0.8928625432660421 0.012266379448274042 1348.4189367165152 54.88730014925082 0.07784264513501647 1.5879668918126306 2.2084773050203186 -1.2470855157164609 -8.605739673035561 0.0 0.0 -101.84921911448457 -14.802604291625578
-1.4223580899608614 -1.9215723612478126 -0.7659304073601974 0.03373397419084386 665.1097572192779 51.09353704768622 0.0713130332370023 -2.112709196151252 2.2841819009077486 -0.443514474140696 -1.9040192946980632 0.0 0.0 -101.84130747956357 -14.814462178766213
-2.6196856064872334 -1.4872727584274021 -0.5700032932848837 0.13220541320412507 392.20103101786026 51.473908612083434 0.11164818060351812 0.7324362592016449 2.1178789981030754 -0.6730269697706461 -3.8838257299774614 0.0 0.0 -101.81653839363743 -15.851928085920761
-1.441526608518095 -1.5405620357198873 -0.7346001852280803 0.0018103587139507338 734.8474861996142 52.06999177516223 0.05796377646002331 -2.5241298444148534 2.2858726012258894 -1.323291859654987 -1.847276564556541 0.0 0.0 -101.79290185931178 -14.495805284049979
-1.5596120546287109 -1.0777354857280996 -1.0765080769276991 0.04520815814086877 566.4668078479732 53.74408298240255 0.11460742566898763 1.6867925260455587 2.1916702253465563 -2.5362918736411273 -5.785940867965396 0.0 0.0 -101.7880081535162 -15.25481160850254
-1.654613044818078 -2.0855977536144366 -0.7143775006944753 0.07471250229899049 300.4459982433701 51.931332707832674 0.09257509355570737 -0.21940045136787223 2.0817724080578244 -0.956210034677861 -4.18875384846941 0.0 0.0 -101.77711371016622 -15.289182285246422
-3.129445044676763 -1.7961357179315875 -0.6994109960031389 0.016059202282227205 442.2554266230538 52.835608592775635 0.10757725042057514 0.9361200925492872 2.304460095547875 -0.17546158556358193 -7.50792024688314 0.0 0.0 -101.77029768169226 -15.124850830009766
-1.9269080335703324 -1.45889286370241 -0.7687883666442452 0.054576790906167426 857.65458867229 51.617711620482225 0.04859482633918514 -2.713393908478188 2.3909190660855364 -0.3960342803119694 -1.9581495931604778 0.0 0.0 -101.74466854948844 -14.949691798158373
-2.6268486991963034 -1.3763379199261883 -0.5114985259215563 0.047198124084062015 414.5275738269574 52.060296266275465 0.03797398774875462 -1.4188052296486138 2.3443469192977076 -0.03100137696447014 -4.41331567673436 0.0 0.0 -101.71021396745627 -14.844809209340841
-1.3934447315577567 -1.3541626664118442 -0.9193985100920528 0.009094799177193594 628.1327242017438 54.82334104679553 0.022181128251431287 -2.5096340286667402 2.111429437121673 -1.833059397135357 -5.871552783519568 0.0 0.0 -101.69994487430212 -13.618801042534816
