Nested Sampling Global Log-Evidence           :   -0.113379701246653667E+03  +/-    0.819014098609161800E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.113379701246653667E+03 +/-    0.819014098609161800E-01
Local Log-Evidence   -0.113379701246653667E+03 +/-    0.819014098609161800E-01

Dim No.       Mean        Sigma
   1   -0.226872936145386150E+01    0.524186309642220793E+00
   2   -0.194374404050512273E+01    0.737591791195666313E+00
   3    0.180593083126548704E-01    0.157683069063941500E-01
   4    0.881245745776698868E+03    0.503559108115061861E+03
   5    0.513167628043387722E+02    0.761633592064910547E+00
   6    0.495543730273987834E-01    0.356142456818623956E-01
   7    0.984538794298973896E-01    0.793467644950753975E-01
   8   -0.380880664190965712E+01    0.172904493336457254E+01
   9    0.242035973645339686E+01    0.139439242400080710E+00
  10   -0.234374572709225820E+00    0.379191312800725711E+00
  11   -0.142880162654218923E+01    0.151531389473087419E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.299667813025807872E+01
   2   -0.230675209877305010E+01
   3    0.276921769142977336E-01
   4    0.463452675023878555E+03
   5    0.506913175980323842E+02
   6    0.198847284773841573E-01
   7    0.963806539079402197E-01
   8   -0.479597774872052707E+01
   9    0.253669195396694525E+01
  10   -0.990876613763251868E-01
  11   -0.664067975156985568E-01

MAP Parameters
Dim No.        Parameter
   1   -0.299667813025807872E+01
   2   -0.230675209877305010E+01
   3    0.276921769142977336E-01
   4    0.463452675023878555E+03
   5    0.506913175980323842E+02
   6    0.198847284773841573E-01
   7    0.963806539079402197E-01
   8   -0.479597774872052707E+01
   9    0.253669195396694525E+01
  10   -0.990876613763251868E-01
  11   -0.664067975156985568E-01
