supernova_mag_boost inclination_EM luminosity_distance log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
15.608834551254398 0.10448532324228521 2134.066426024123 51.88047355012269 0.17049193677307917 0.1328172319310662 -1.8014657209820912 2.412764068629472 -0.48864100880262473 -2.40847067300471 0.0 0.0 -114.15689981821087 -17.361495618684415
46.13112485379033 0.08325588519448025 526.102468260971 51.65396869929675 0.10720072069130825 0.5182913572581224 0.08087431108904397 2.0770369119766694 -0.11903311371823566 -4.366951159167049 0.0 0.0 -114.05681858004507 -17.011305839119366
44.047907923070895 0.04029465591715203 1283.7253385661506 51.91545484089732 0.09789813313773368 0.10433005945481896 -1.5381681160569851 2.2126602951108794 -0.3511970329625598 -3.02671307830259 0.0 0.0 -113.58730589707248 -16.70365537205333
12.522812058580717 0.009476648593952988 2955.6377618274 53.58195162866056 0.018351951473844733 0.0514196921908249 -4.074628376083343 2.184839264344012 -0.316313542610116 -3.6238896634622932 0.0 0.0 -113.53850676050344 -15.0780834972946
26.678909679388404 0.016086299729918804 2410.277273641661 51.2227211831579 0.09625874158222529 0.28497972549562284 -2.5930343434316785 2.645455979067717 -0.14054410646686666 -1.339687377598782 0.0 0.0 -113.22084691285728 -16.6160250558162
46.88690870447394 0.10617954664808342 1528.7885380784319 52.6413160363525 0.10902459484910647 0.29340628912128774 1.4526424359050507 2.0656525040842273 -0.7300413351427526 -4.826295306185302 0.0 0.0 -112.80013635472598 -17.20084003154676
24.151902366212543 0.010003075618714245 1710.2740171210692 53.05841904278995 0.10651879066924609 0.07417747280160182 0.17853836516102994 2.1279708691283368 -1.5936772105355237 -3.5501392765952087 0.0 0.0 -112.60628273826448 -16.707752378722297
15.335751589888948 0.014736763939237965 1672.8439058955869 53.89910601127996 0.2829602027536652 0.1210350500913244 1.9721390191395987 2.088146726775008 -0.35591565689865234 -8.265356766411363 0.0 0.0 -112.57837466401189 -17.67615958063586
44.81188956560723 0.015970002148511096 2767.1045609465386 52.256286871225946 0.14544539666219006 0.44699712136230113 0.8585940633435181 2.1977099126137642 -0.6071739677782491 -3.9448491591831285 0.0 0.0 -112.54920665609332 -17.020850281099932
39.44208157335041 0.01967357181883703 1232.0439232200363 53.37214076443938 0.05196235182209571 0.22170547910805233 -1.4114227713468948 2.123469365093001 -0.43108256998811356 -5.4364619210270275 0.0 0.0 -112.53757570318992 -16.057214508423954
38.58464518257847 0.06263879227237165 950.3243518523109 51.426655657032 0.14211485258773948 0.1315195886233647 -3.5462996755419995 2.5417067584249864 -0.10141822291759617 -2.1320539598301984 0.0 0.0 -112.46927789848839 -17.088792501314508
27.09643207562005 0.09504094711896165 1465.427644795338 51.754148984290204 0.10191133825875903 0.19053690818962937 -1.842208733371816 2.4682112759985584 -0.022777040426248618 -3.173599519150545 0.0 0.0 -112.10464210415472 -17.093981761999018
47.08716731784693 0.035374155346933264 351.34078819118713 50.706799787449235 0.13008745001761254 0.23117953103390892 -2.0194192311141888 2.199322662890067 -0.13789256905822178 -2.564349514791882 0.0 0.0 -112.08395304962752 -16.940200298905495
8.774623717742301 0.006519103596938906 994.2848540090513 54.88062724300939 0.1491833206786137 0.07212008834261734 1.4184605155427716 2.1978649485498605 -1.3589629685443376 -8.594571989090959 0.0 0.0 -111.97383587019831 -17.041152052157848
42.82394128938977 0.0459416704379794 1584.4709386406628 51.67112343849405 0.0909308385134428 0.14116494045364406 -2.7561706782607462 2.373436813617298 -0.417314504099803 -1.8426904366637515 0.0 0.0 -111.84080691101265 -16.672753190584682
33.26152790306835 0.009615617239986432 2862.226416074466 51.624427381619654 0.11567428524279505 0.2666325787749645 -2.237087646529906 2.6181254943038965 -0.15522695519030982 -2.2661723692120557 0.0 0.0 -111.68360907539491 -16.7892548953168
22.151310771873153 0.18409435801121043 632.09178941803 51.22212496657585 0.2787745729907941 0.5567404868234364 1.9386950796184044 2.189423128431876 -0.17458515602129054 -4.915197805061657 0.0 0.0 -111.65482141217683 -17.87861490905421
49.90812188218471 0.0256055534604477 2238.5271106726154 52.06764478178301 0.1755172889531717 0.11321869255185149 -1.2966453184555666 2.669317966573445 -0.03617554826016445 -3.7666386544332395 0.0 0.0 -111.63380724140818 -17.213392813808554
45.52950661953868 0.05807843313493345 2692.789019068421 51.579316128831415 0.15811410911393792 0.10091191727759673 -2.6183393544864697 2.4223391299507666 -0.28466039106589136 -1.7799945661141052 0.0 0.0 -111.4806204228483 -17.16579971652282
4.235921393246017 0.07466232018624762 1895.3572362249174 51.52437720516208 0.20962364352598523 0.0885130734799854 -4.612419837979198 2.4896905736602486 -0.1698768301853102 -0.8956402025236478 0.0 0.0 -111.47520684025261 -17.443585747692268
6.482750644924381 0.021716513629250523 2130.6333071097692 52.44186903512642 0.042299574882657974 0.1383030795682116 -3.7272039099954166 2.441419524342872 -0.7281334422609724 -1.703202582991155 0.0 0.0 -111.39267052245904 -15.911587265047551
47.57223460394827 0.08830110380438129 735.7258639899022 52.816553214170966 0.09795515745709989 0.41024042614553724 0.5026724227077857 2.2117777344441514 -1.8029908595179172 -4.033936261747736 0.0 0.0 -111.09841159626802 -17.025832094746413
12.446848220305618 0.03550584917422592 1551.1304525584733 51.68391265908752 0.20057835179375733 0.20690489628971007 0.18752414767317926 2.14372340587107 -0.44723072174268275 -3.402736983016254 0.0 0.0 -110.74080434994397 -17.351803884438198
32.171447544353995 0.0017000611244563685 995.6177583306788 52.639667780746464 0.02156033669706236 0.04565786397383419 -5.795708778798515 2.2665604853262633 -0.5645229486231385 -1.9220012895233811 0.0 0.0 -110.68551038448896 -15.108985647001607
53.48685116720669 0.12009181131334846 1803.5364975047903 51.076623351808536 0.27199228258810254 0.15831978887184994 -0.7780557878433321 2.4247472612130925 -0.006079630092523658 -2.5374517657870532 0.0 0.0 -110.52513285198664 -17.734378260532264
10.208313143321911 0.0028624316059686185 2657.619496634955 52.32135579433163 0.05221570250775711 0.08505508201898093 -3.8020699609269157 2.82653574723337 -0.04168152760581201 -2.710192337711695 0.0 0.0 -110.51564594112618 -15.991907363894299
21.306330740623412 0.018119182448206827 2563.8336848646636 52.370469069747855 0.03244948837422703 0.11867261702012816 -4.82335118064038 2.2975363528618424 -0.09381936675424285 -1.7373357683505262 0.0 0.0 -110.39260288672395 -15.670600946133913
5.605612043638158 0.0727541125806142 2304.6036022534176 52.16444189094866 0.24326846307802372 0.10482294319265481 -2.492124825161388 2.26692818382546 -0.003326246383741349 -3.217986903843368 0.0 0.0 -110.39146939953449 -17.572663260056824
43.44881031068259 0.0763679597994069 743.495679888085 51.35638809471032 0.07595732072520694 0.3573382781269172 -1.8170928838511484 2.5196341420590027 -0.07651636148813168 -2.809949597490739 0.0 0.0 -110.26604081977725 -16.870613926779317
16.615982840108313 0.052697027848015984 422.3975746766998 50.463103706612166 0.10568257780507001 0.30098749900159766 -3.2166384962788652 2.327535893075179 -0.07461128546950935 -1.3239712000807486 0.0 0.0 -110.22493654777145 -16.81977998220311
17.7638159556119 0.007758468348289113 2506.255232666845 51.95345399047341 0.08875054311095168 0.059119920566163484 -2.8733032297760106 2.4184110600481454 -0.3678947302820905 -2.121412508116509 0.0 0.0 -110.14078778745233 -16.524672092106027
33.86435619225725 0.044231738571605554 2471.2085051708596 52.35455564725438 0.07380638160319734 0.30143972533655466 -0.8610803858751543 2.3229816036800734 -0.19842389158663476 -3.8627162299207463 0.0 0.0 -110.03850900233816 -16.516043504599345
25.63423442351265 0.03026062067111773 1979.7391616846367 51.471241426420555 0.22961147655147415 0.1526912076849542 -1.4345155176861883 2.3469708270569365 -0.10076714655758501 -2.7520859076777455 0.0 0.0 -110.00840367167375 -17.479469404532956
58.689832525434305 0.04485598375674241 1411.2827015285052 51.25601209275183 0.09564697649545437 0.3320544642597312 -1.5832259374337072 2.253090599413695 -0.30455675233553947 -1.922660594307544 0.0 0.0 -109.99747790800464 -16.705654099489742
