supernova_mag_boost inclination_EM luminosity_distance log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
27.52240755872516 0.027491749857021994 633.5639394493779 52.0295186373253 0.056751297285745204 -5.247209043259522 2.6322152827869094 -0.12133151883958693 -2.611059033916235 0.0 0.0 -166.8540964702152 -16.445412469772265
24.310914995019544 0.008710055616131234 1992.6397292497165 53.999296755284156 0.029160400185207998 -4.010619926493687 2.3397815511335947 -0.08041855064142478 -5.223528071687483 0.0 0.0 -164.94173713900415 -15.70682101961253
27.83118401108037 0.0472095344702458 2770.183637852349 52.580425379913116 0.056951971969250524 -4.341335744175252 2.3782414386702704 -0.6788513842583193 -1.517594322446051 0.0 0.0 -164.86127292966884 -16.67517582447772
39.14880202702724 0.08696956585438805 2941.7912247011673 51.62429663229509 0.1033010524617646 -4.363694567766119 2.4335196325177972 -0.3482072479306577 -0.4946592050086398 0.0 0.0 -164.11125553091722 -17.281448850143654
15.19078742078308 0.01622373703461379 2504.9600256011186 52.6446245442724 0.02300124184651065 -5.122250169942264 2.477742541752834 -1.0703668873466752 -0.6035126846506387 0.0 0.0 -163.9184573919737 -15.67370186718173
33.68977645857493 0.023125219745753472 2596.0579158540645 53.298708454928885 0.04941175720687614 -3.0901399947384984 2.65278544597303 -0.058683023011816715 -4.575423514901785 0.0 0.0 -163.78389507734587 -16.299105437245125
34.974294205107284 0.019646125140796174 2375.9119006642604 53.40298451142331 0.024318916143643468 -5.746729481035457 2.7334321442368816 -0.23650989704933867 -2.88071840948576 0.0 0.0 -163.6112397150167 -15.806968389472292
22.646125560014905 0.04171010400618521 2766.070619651734 51.83145600603907 0.10498132439142695 -0.5676823533188147 2.1422663954405237 -0.28017417164257896 -2.9214522573472843 0.0 0.0 -163.60253261446672 -17.022110132009683
42.4837415859152 0.027584537354945576 2474.730274852294 52.311433716519836 0.06344870652440818 -3.56830724026773 2.68922316065983 -0.1054702488106809 -2.866371566250427 0.0 0.0 -163.6015039333731 -16.534137184323086
48.03378227317258 0.07883264466990673 2868.072392983577 52.56058260120032 0.09101989704879997 -1.1448024987788186 2.5569287705153587 -0.05213485639832527 -4.184806424797403 0.0 0.0 -163.56258181431826 -17.175545844699155
19.061062788000108 0.021625412769313398 872.9399489312744 50.71722707228994 0.07532200284881929 -2.9002892046119118 2.3182079258971617 -0.15974234552609357 -0.9855883436156034 0.0 0.0 -163.5119455230574 -16.65238741583743
46.44891506612366 0.022630129854758742 1279.622320784128 51.85037664409145 0.05338409927840953 -3.4589462445000643 2.2057903948369026 -0.4074711967605831 -1.9278077905343185 0.0 0.0 -163.31102712404248 -16.35676352638225
