    0.834089725575054008E-01    0.631773697765179691E+03    0.505202317788001380E+02    0.946127459222427664E-01   -0.445231571546873361E+01    0.296327723260491416E+01   -0.152147069751099373E+00   -0.365695614837463268E+00   -0.168676421183688888E+03
    0.389854483533371987E-01    0.292111586214437466E+04    0.521942980969008019E+02    0.712389693091731863E-01   -0.396948712357535261E+01    0.255549036265209661E+01   -0.797254458356305484E+00   -0.108195837370169734E+01   -0.168387971376356347E+03
    0.145688481841026507E+00    0.219344201271234351E+04    0.517017776223477270E+02    0.156092226393603151E+00   -0.693892466059647717E+00    0.232152251383490471E+01   -0.999477960637147334E-01   -0.313425078602785412E+01   -0.165377619451116288E+03
    0.210168659781325463E-01    0.209155251928027928E+04    0.527453887858588573E+02    0.471558492318882652E-01   -0.312297654631275678E+01    0.240601043954692662E+01   -0.304630365692367455E+00   -0.354515198252264874E+01   -0.165326210394426852E+03
    0.634340097872702346E-01    0.201043161046659566E+04    0.514175814749660915E+02    0.111592682459632705E+00   -0.270002691406095385E+01    0.256805988275128483E+01   -0.397947249971791095E+00   -0.158988908262744388E+01   -0.165188087242971932E+03
    0.207732624367172125E-02    0.200974266264907897E+04    0.522402127279081725E+02    0.104896499308256189E+00   -0.365647456367716117E+00    0.209652272081585522E+01   -0.796822685729266844E+00   -0.301934467373657967E+01   -0.164441450301379234E+03
    0.108175438817978281E+00    0.154410775995884433E+04    0.510836774851162616E+02    0.134235553646887884E+00   -0.436745458281201770E+01    0.260941684563280907E+01   -0.335832030520086811E+00   -0.441089361852311512E+00   -0.164360719529610378E+03
    0.248604025255182472E-01    0.126839514236296918E+04    0.514150103952789053E+02    0.468860133991377548E-01   -0.561921509788646301E+01    0.284478609804075200E+01   -0.349017389708022208E+00   -0.366406438707791438E+00   -0.164321215300539137E+03
    0.435623480364622732E-02    0.247535565959905534E+04    0.542271795694469319E+02    0.267368574957012051E-01   -0.392501097268667021E+01    0.257794144468686826E+01   -0.952524860718009236E-01   -0.560114622063605783E+01   -0.164128535411329608E+03
    0.470909647907518866E-01    0.230863616235499876E+04    0.516855221501969524E+02    0.642844760303631635E-01   -0.299490780669510404E+01    0.297500368098718138E+01   -0.133140647812158619E+00   -0.196294069021737805E+01   -0.164070984546514950E+03
    0.566967223021513089E-01    0.222492972543908081E+04    0.512254748230293089E+02    0.150009097769619487E+00   -0.207517438446300462E+01    0.265385470094979015E+01   -0.500082720957637505E-01   -0.208075131079040521E+01   -0.163543571338253457E+03
    0.116757128887532979E+00    0.986229612352629829E+03    0.512970670027924172E+02    0.119354047467211316E+00   -0.191028821306623620E+01    0.248228069102913151E+01   -0.111913796500360263E-01   -0.269332632205703071E+01   -0.163274972150827267E+03
    0.285016930157768744E-01    0.626118033448187020E+03    0.518741087445457083E+02    0.271936159847540257E-01   -0.463815577878485108E+01    0.257921675441853759E+01   -0.378454452829557475E+00   -0.169201694249545831E+01   -0.163258238616055422E+03
