supernova_mag_boost inclination_EM luminosity_distance log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
39.07580307493055 0.050865644362104626 409.1618917489871 53.10721595274845 0.16535515062356843 1.265479791146963 2.345750181617371 -0.05034308669350729 -8.478512554443608 0.0 0.0 -115.44413024065072 -17.44480703788444
52.03050947034713 0.11995560180966475 1871.840798507293 53.63907910460058 0.15652631743551865 1.6716271141577463 2.203469354994719 -0.9553584754884543 -6.729276875076344 0.0 0.0 -115.16657886310497 -17.636278057289484
56.33459368123356 0.0510806729922094 392.53697085617046 51.35659050399933 0.07374625120492619 -5.073832300100351 2.435164186373319 -0.4173530757466395 -1.323381914829639 0.0 0.0 -113.82251194099946 -16.82991543413257
48.627204127606085 0.018044615306959538 2574.0847376363704 51.634944918851694 0.0934155277432206 -2.8444385292246914 2.2344283564189356 -0.09594600376176565 -1.8920011680057023 0.0 0.0 -113.1124657309272 -16.845114090982428
33.977293824573096 0.033885446439358986 2781.1028723754193 53.32919124532887 0.05727876642334463 -2.554479146655953 2.4120388763297664 -0.4807976835992198 -4.241337778768814 0.0 0.0 -113.09948073620683 -16.51231846909549
13.20079101302565 0.007224136173340691 1430.1705276672353 52.35649436249133 0.043999465686587046 -4.752165147856165 2.6185129536601477 -0.36639551592834607 -2.081097875828503 0.0 0.0 -112.90975721148337 -16.087056301458627
31.60421178648117 0.08196783683198024 1267.0530882804378 51.13769369806533 0.10270332549437547 -3.894448551673383 2.35417599398956 -0.4896866642444593 -0.5588303430615706 0.0 0.0 -112.83876344031738 -17.239728873389403
47.51407654817522 0.03816990712480121 1743.5304201791648 54.14464233738324 0.042769046749000096 -2.0808233143482324 2.2591405336542882 -0.051376737598094024 -6.58805062166322 0.0 0.0 -112.77798458146691 -16.443462285388037
20.0670035943996 0.0400687015628244 359.55539422782414 53.0184409424244 0.07307862730480383 -1.3918714712282014 2.1074313018214887 -0.8591301206850872 -5.550994728859925 0.0 0.0 -112.3501197628567 -16.73125020949198
8.090447505863974 0.055499199307801055 2167.6688950180883 51.85305815348626 0.09801540010567002 -3.3993637351295454 2.396192404856667 -0.46940446614544573 -1.537757360412856 0.0 0.0 -112.31442307743234 -17.034832606997238
24.194580393158386 0.017583180195764016 2021.9165248162542 54.455395525635396 0.027025937275429172 -5.647570880150969 2.4238170953501648 -0.0753828268735468 -5.166038667985002 0.0 0.0 -112.01112962071673 -15.797839903054104
13.632212906314512 0.16191292003831123 2563.629513650895 51.98117812724343 0.19111528558926166 -0.1934479087938108 2.4770122516199553 -0.04798337328263891 -3.977256353532118 0.0 0.0 -111.92473433845544 -17.901111474811362
42.86434539345594 0.04131777453813157 877.6362444702404 50.9358971870305 0.07338435239666273 -2.7095951654213577 2.580886303419868 -0.0952417940334076 -1.6416113376089427 0.0 0.0 -111.84534158099702 -16.743613662686613
35.491172542006304 0.07823517380987456 2318.5327962404253 52.43436538956378 0.07718658919067262 -1.9960865713934846 2.391926672093502 -0.07231661928772759 -3.4600953850996863 0.0 0.0 -111.83098087386736 -17.149303206917562
21.58780260112905 0.024160695385909876 1498.001823704129 52.22944013231148 0.02866723971798503 -4.043847928845897 2.117110997723304 -0.46082194852520164 -1.4032095253092436 0.0 0.0 -111.63530384970906 -16.000309463591577
13.29493321094286 0.009357032376659141 1274.069851954581 51.903002869219996 0.05778067995453085 -2.8838344435426744 2.42424938691088 -0.25104807100422644 -2.670604684921586 0.0 0.0 -111.60392187388791 -16.35916696713241
29.344610678306328 0.01777350762514444 2132.115396222364 53.60555940766987 0.031971414307523774 -5.225207580336579 2.382579951353678 -0.3415798754206447 -3.5030782742800994 0.0 0.0 -111.60283181138385 -15.908765151591474
43.428062654166 0.045481789110776015 1864.3425389807205 52.455713567087685 0.07099489736139096 -2.5545772643977687 2.4200628118319654 -0.008378011921932327 -3.6378734647138344 0.0 0.0 -111.59588005067404 -16.757214505553677
59.72257361128375 0.005378907084724827 1957.6302781689137 51.63678304283971 0.03601502539888297 -4.135017061091294 2.167361390305519 -0.20528287971137704 -0.8562371208971609 0.0 0.0 -111.4641937168358 -15.884489337161668
58.31371511777554 0.01097215574723891 2170.914647096279 54.56796452316234 0.02246867754442014 -3.641484920546053 2.1792334065709573 -0.5663357040583961 -5.419587170013932 0.0 0.0 -111.34021145520971 -15.520756040238101
46.333633942774576 0.03376554268414104 2668.0593304936774 53.9141801134022 0.05598901346223307 -0.99607065584817 2.2046090696502234 -2.125251414888263 -3.497086834696975 0.0 0.0 -111.26240786142192 -16.496405011562477
58.82792271983877 0.03738167419917538 2509.9601382113233 52.191179892894986 0.07244498488294046 -1.4678289667168132 2.184297164058597 -0.2546097987788123 -3.063183263521264 0.0 0.0 -111.21244298250299 -16.705356027117855
42.993593909888254 0.21068660018319812 1432.9700388454949 50.97989520088118 0.22943627675040085 -3.6966203571692384 2.714207286282074 -0.014568609423809775 -1.0873235224456668 0.0 0.0 -111.08020166509326 -18.14602481612453
20.51814492404923 0.038405443801068403 2552.059909754879 52.17293074149916 0.04104705287234593 -5.042834061902957 2.523392797258598 -0.6735398744990029 -0.3206601765147603 0.0 0.0 -111.04179654386921 -16.441834371354325
