inclination_EM luminosity_distance log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
0.02934650676632501 850.3714599692356 54.238538608011986 0.0493922016285477 0.20987643466124029 -0.8270056713922731 2.1933699795825943 -0.9770742186357317 -6.711485562639009 0.0 0.0 -167.38413089995706 -12.016978183400454
0.033850305397540574 1937.304080042183 52.54902056204095 0.1709905502879345 0.24312760157053992 1.7116132824084866 2.1629181793797545 -1.0788998838639898 -4.554045256027274 0.0 0.0 -163.77113935444157 -13.101876142517245
0.0005703949869913598 1225.459850168581 51.316084943413905 0.10321776520205075 0.1625987722195466 -2.719099396908695 2.3967562632826693 -0.286705467194067 -1.837116341121103 0.0 0.0 -163.4591427877362 -12.577533207085946
0.11026947707735332 1039.0697409532065 51.66388337761286 0.1590609221626352 0.6816362291820102 0.9385542961367674 2.190122378317103 -0.5106167197264408 -3.9825503210484703 0.0 0.0 -163.44004199235837 -13.250263382048317
0.0031258167412305565 2904.865491806835 51.793561745187446 0.144140402545174 0.14661969270142736 -0.7632184411107623 2.5812827015091253 -0.05552989460817592 -3.417911672090054 0.0 0.0 -163.0978217921768 -12.911699887374873
0.004928407277794036 1087.9654731624971 51.190990391029786 0.06388427305545236 0.2365787414867036 -4.754397911062176 2.6333331609692325 -0.4477245704502746 -0.4595008460642642 0.0 0.0 -163.03578337458467 -12.100725911348416
0.023285071926652776 1109.8372168562264 52.10870409658031 0.07781186418881365 0.21154183288868858 -1.941655783654916 2.2653208365538595 -0.07011227457864067 -3.9110316143010877 0.0 0.0 -162.87425906837444 -12.339745659240243
0.005964998297283048 1419.758774659767 51.553365511695816 0.05949165335079213 0.12942003428664756 -2.8478045543444264 2.31732653705227 -0.0916363730380807 -2.303699328886795 0.0 0.0 -162.71109238576918 -12.031539628417075
0.07688679425447056 2934.6764633110492 51.926510491323995 0.06066604591471016 0.29517377798369276 -1.3539295209501132 2.4718679963278283 -0.03451315969377511 -2.8604886037365027 0.0 0.0 -162.58390889007094 -12.849184250524345
0.01722755326137797 2050.7911133106254 51.609120618371534 0.039618668441513426 0.08658573712629801 -3.412467962566656 2.164161587874508 -0.07543544374211031 -1.031307860314648 0.0 0.0 -162.20513793782465 -11.714517793444799
0.04253852667832585 2971.120064315607 51.7769934639863 0.1986469874756575 0.0626463716227371 -3.0521910099651803 2.7180794514112963 -0.3741558933353959 -1.568389359443806 0.0 0.0 -161.6344599268972 -13.255057581851862
0.036118627108068097 2060.0779436317926 51.86512582214128 0.08625616312133834 0.0627888710853606 -2.2740099299222907 2.655894155951371 -0.07731589448852638 -2.6183006474922346 0.0 0.0 -161.46884023966328 -12.485668707323232
0.03592323646052351 2799.604981072893 52.230964145486176 0.04766676821844876 0.15705931404322312 -2.1226230541671565 2.1312986527413265 -0.3517220830047618 -2.1156487243208266 0.0 0.0 -161.41853307063485 -12.088892571068651
0.069903003515511 2316.1954498239597 51.81679797671603 0.08215262750303039 0.26799101092436256 -0.7830651410363343 2.3445944060833126 -0.256940176883961 -2.8988101673086746 0.0 0.0 -161.24330435032294 -12.711264278737165
0.04801321337469972 1436.1569749586718 51.15419814464858 0.0558512449408105 0.1775925247860326 -2.694930852706021 2.1796065728157124 -0.04402246102013585 -1.306948230370022 0.0 0.0 -161.01600598910107 -12.332878464248736
0.022976331785019045 1487.496918308251 51.27975056721242 0.07300720242474783 0.21481330778318164 -3.133658210751281 2.4648602563376745 -0.06880960271713565 -1.8428857111252448 0.0 0.0 -161.0081033791034 -12.280757261526592
0.0005673766167812913 2093.5993749371332 51.8759629215203 0.14236406264204327 0.08763005991573593 -1.6516937237908236 2.4006986489505007 -0.34202293674014683 -2.7410622125186146 0.0 0.0 -160.96305863805281 -12.899072461554567
0.04058966691922814 2151.451174080712 52.81394512113591 0.1949291873075401 0.09518321040510473 -0.6035185083651067 2.3613100085882297 -0.012867388056837292 -5.406074994190865 0.0 0.0 -160.8214731776007 -13.234936724381953
0.009890394831707543 597.330105735471 50.0934897337108 0.13296721206072049 0.48506209522640065 -2.833050638730313 2.31944895769048 -0.006498100941318974 -0.9575288458279196 0.0 0.0 -160.7993401901479 -12.833545881273022
0.0021497844018949852 446.9444511203981 51.24142407745834 0.031271568636513355 0.11751777561948419 -5.642424166056244 2.5845405733414584 -0.5380379467464982 -0.5049900413198642 0.0 0.0 -160.77880381015893 -11.385749273224253
0.014363997969288615 2779.7295218315444 52.33251253834766 0.06178430294748001 0.07336740407866403 -3.2054549146245526 2.6874954761456116 -0.19017592256943683 -2.689387370494684 0.0 0.0 -160.7571712984553 -12.091351208130387
0.022112623233569818 1735.0330831906854 51.034729029792665 0.12232421370386125 0.06965241958176208 -3.7288802760554964 2.478176190136479 -0.29466326003185905 -0.574677787699283 0.0 0.0 -160.6595066331352 -12.763690972913352
0.005444969391931873 1575.4051348550868 51.68841745475728 0.11519906996332224 0.054762517409830014 -4.069807196584517 2.4613130275929698 -0.3079415772989478 -1.5599037435982321 0.0 0.0 -160.5934668282526 -12.688455656471728
0.023424816177508433 1734.530833487824 51.13559837819309 0.06593133022480252 0.06747751783184748 -3.4591926920489118 2.128656046645102 -0.07290480060457938 -0.5549503377341729 0.0 0.0 -160.52224999772108 -12.192406595674814
0.015795943170581417 1842.3073030860785 51.14965325834028 0.08299194776834695 0.059560657829426454 -3.5891567375994917 2.245817444480427 -0.259700297018874 -0.41475590014325725 0.0 0.0 -160.51180156792657 -12.377533495716857
0.013578752284689855 699.8723391226719 51.19917315634437 0.0616691042499691 0.29449610569758494 -3.4588818369652747 2.51513565645527 -0.13776082660151978 -1.8487706802869859 0.0 0.0 -160.42897063346743 -12.086701239356191
0.03770848289064233 1746.9403677230796 51.13403089152321 0.12020603753267708 0.08993654003377094 -2.5536811244620075 2.3682081766002985 -0.12126989762194107 -1.6477284134424952 0.0 0.0 -160.38208022507058 -12.779087656909198
0.02611561008323895 1539.6882271432678 51.96003736725132 0.04504062992497111 0.038592168468453224 -3.63031681422616 2.3557846717854716 -0.1812901690673936 -2.017220577905187 0.0 0.0 -160.35826720937808 -11.916339499449037
0.08441250351730768 1276.0982062322198 51.35013549415352 0.20994677176447588 0.1439852830704111 -1.315881676819048 2.4906747349090494 -0.09623511002645113 -2.9771402837595096 0.0 0.0 -160.30630527452684 -13.368176256606112
0.015424456542217285 2451.0131064524985 51.54463347546297 0.09144191814090546 0.11322897753035176 -2.812801403224298 2.7379591140959474 -0.01099926851616484 -2.1102814283883937 0.0 0.0 -160.25866188491764 -12.470607486198126
0.00036524421114844744 1909.5430399032016 53.55884092924082 0.01445045154287412 0.04636238942188253 -5.204134081445441 2.477084503264228 -0.12465034963449106 -3.8372846986248383 0.0 0.0 -160.23682561811415 -10.611722047706866
0.01854276429929447 422.680484463679 50.15450047498011 0.11794033145929515 0.23479099921662994 -2.647629320889088 2.3048920788088814 -0.053992042153121034 -1.3571816548871567 0.0 0.0 -160.15161532886037 -12.723215098633922
0.062384482937999204 2459.524300348763 51.75125771081804 0.14886037145563752 0.10811156913976776 -2.012714239149697 2.2794327523397246 -0.002546896661760556 -2.590201257649052 0.0 0.0 -160.06573438203262 -13.031499830746895
0.0565916276010275 2132.259919203698 51.75987610784852 0.1415540960693161 0.10017963614834302 -1.7366188519850523 2.3217754761566454 -0.4003405086945957 -2.2531819134259568 0.0 0.0 -160.02012395953304 -12.9732740945616
0.06818983046833105 2245.7278465379272 51.49738535767851 0.13070314829412646 0.19025636813266916 -0.520720157332657 2.5070819279730405 -0.037504234200666176 -3.1444921461137803 0.0 0.0 -159.99761107965324 -12.949699082894448
0.00936831177243039 944.7793180416483 52.76075698501939 0.023995812191740684 0.10081873749056215 -5.5081668305515326 2.6496229208453608 -0.328278966778333 -2.7201839480857792 0.0 0.0 -159.9098882795523 -11.194768000091809
0.038487591570878374 374.8179649017946 50.76995447681274 0.16461578618209266 0.058148994257745945 -3.9837270060429435 2.330646006908162 -0.11845917879413914 -1.283822272403924 0.0 0.0 -159.88339879870102 -13.07162113169327
0.016270024143133336 2948.3167187565464 51.88580920257272 0.03992582517959322 0.16467136007260214 -3.930738491069206 2.345655536023884 -0.49670669406047896 -0.6535508314622867 0.0 0.0 -159.86943995970208 -11.710730999015773
