log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
-1.5279472957340365 -2.89264032962809 0.08100312104325404 1067.8441895629855 52.4786796912404 0.0877645441242995 -4.3816894751652775 2.613842599853591 -0.16297034468208071 -2.9775356953586574 0.0 0.0 -114.74745318356031 -14.705078217530204
-2.762926202048157 -1.1917872289314209 0.0008676418255354645 1605.7102542080768 53.315793363713894 0.014833023797320443 -5.977829404485579 2.2172052713654415 -0.884021139510784 -1.9563869085494385 0.0 0.0 -111.98714188416777 -12.503060293619722
-1.9276684942219429 -1.1267249106996324 0.06436575846289908 1010.1993228735765 52.46993795253848 0.19093819272998955 1.801512269191063 2.196944860416516 -0.9788282627626996 -5.606080682775405 0.0 0.0 -111.2738551324688 -15.113223350795195
-1.1892685401926617 -2.056738019420765 0.02158767397398981 936.5812951713443 52.39613680705214 0.04467729552441059 -1.7624487676181078 2.2039898534064095 -1.302121165588042 -2.357280557561035 0.0 0.0 -110.7940761453877 -13.720695779166764
-2.2472865384407723 -2.215297116800102 0.0158919999968254 2409.6037373746694 52.90689341432547 0.09002560461150567 0.2652771283748212 2.151165395625706 -1.3457104544235596 -3.7097624300682543 0.0 0.0 -110.7381086155206 -14.320168605764543
-2.6056895185091533 -2.5139185937177038 0.062309518774242637 1301.567292530452 52.43379818381189 0.08670169012152183 -0.8642413124907655 2.2580620618724248 -1.1547277149824344 -3.1260430005372584 0.0 0.0 -110.59940696648427 -14.525206962938238
-1.8435669256206877 -0.558454633901504 0.01260452534454931 1478.451694937919 52.75779997416653 0.022159264327205344 -5.457292928534805 2.3870707603141708 -0.9203734127399565 -1.1574505022434654 0.0 0.0 -110.4706007341169 -13.064524493771849
-2.548305157068025 -0.9111883817417574 0.025216477272372993 1810.5576869313593 52.16567735656241 0.0684574470249832 -1.942316982221553 2.353479757868779 -0.8392560705993413 -2.414099847872909 0.0 0.0 -110.41150049096643 -14.098547643861888
-2.954358137330194 -2.14424627271758 0.039021890953959526 1984.0062035354842 52.87031640874011 0.05661793051814586 -2.508476628720268 2.2224627532379126 -0.01943839992310359 -4.150614151490021 0.0 0.0 -110.17338709459955 -14.078327439312133
-2.0453917443368637 -1.697531192756962 0.06880043868096401 2510.591700240983 52.0907040740075 0.13537855969936635 0.06870786636876591 2.2749980420557536 -0.4983100918526606 -3.6897773129342344 0.0 0.0 -109.89589521721915 -14.841706063698474
